,회원번호,조합원상태,주소,성별,연령,배송서비스신청여부,모바일알람여부,Gold_member,연령대,R,F,Score,고객등급
262,1023877248,정상회원,서울 송파구-기타,여,35.0,미신청,미수신,normal,30대,270,1,1450.9,1
263,1024036864,정상회원,수지구-동천동,여,60.0,미신청,미수신,normal,60대,182,6,46046.40000000001,4
264,1024111104,정상회원,수지구-상현동,여,49.0,미신청,미수신,normal,40대,47,1,4963.8,5
265,1024185344,정상회원,수지구-상현동,여,64.0,미신청,미수신,normal,60대,92,1,10387.1,5
266,1024207616,정상회원,기타-기타,여,57.0,미신청,미수신,normal,50대,44,7,54205.700000000004,4
267,1024281856,정상회원,수지구-동천동,여,39.0,신청,미수신,normal,30대,16,35,254738.50000000003,2
268,1024437760,정상회원,서울 송파구-기타,여,38.0,미신청,미수신,normal,30대,16,5,14239.900000000001,5
269,1024471168,정상회원,수지구-동천동,여,41.0,미신청,미수신,normal,40대,207,1,2082.2000000000003,1
270,1024500864,정상회원,수지구-풍덕천동,여,45.0,미신청,수신,normal,40대,5,79,697695.0,2
271,1024532416,정상회원,수지구-신봉동,여,43.0,미신청,미수신,normal,40대,13,7,70333.40000000001,3
272,1024565824,정상회원,수지구-동천동,여,57.0,미신청,미수신,normal,50대,16,1,5623.5,5
273,1024695744,정상회원,분당구-구미동,여,36.0,미신청,미수신,normal,30대,7,5,18033.000000000004,4
274,1024703168,정상회원,기타-기타,여,36.0,미신청,미수신,normal,30대,108,5,27919.1,4
275,1024706880,정상회원,수지구-풍덕천동,여,38.0,미신청,수신,normal,30대,5,59,349879.00000000006,2
276,1024710592,정상회원,수지구-성복동,여,47.0,미신청,미수신,normal,40대,147,1,4550.6,5
277,1024729152,정상회원,수지구-동천동,여,74.0,신청,미수신,normal,70대,1,17,166252.80000000002,2
278,1024911040,정상회원,수지구-신봉동,여,43.0,미신청,수신,normal,40대,11,1,3825.8,1
279,1025014976,정상회원,기타-기타,여,43.0,미신청,수신,normal,40대,150,1,2405.7000000000003,1
280,1025100352,정상회원,기타-기타,여,42.0,미신청,미수신,normal,40대,17,1,7346.8,5
281,1025156032,정상회원,수지구-상현동,여,39.0,미신청,미수신,normal,30대,170,1,57381.700000000004,4
282,1025189440,정상회원,수지구-상현동,여,53.0,미신청,미수신,normal,50대,88,3,51893.3,4
283,1025295232,정상회원,수원 팔달구-기타,여,37.0,미신청,미수신,normal,30대,18,3,14085.5,5
284,1025464128,정상회원,수지구-신봉동,여,74.0,미신청,미수신,normal,70대,5,25,149062.80000000002,3
285,1025506816,정상회원,수지구-성복동,여,58.0,미신청,미수신,normal,50대,139,4,33188.700000000004,4
286,102560704,정상회원,수지구-풍덕천동,여,52.0,미신청,미수신,normal,50대,8,22,106331.00000000001,3
287,1025699840,정상회원,수지구-신봉동,여,48.0,미신청,미수신,normal,40대,170,1,4084.5,5
288,1025809344,정상회원,수지구-상현동,여,48.0,미신청,미수신,normal,40대,5,3,12711.4,5
289,1025878016,정상회원,기타-기타,여,45.0,미신청,미수신,normal,40대,82,3,13223.9,5
290,1026117440,정상회원,수지구-동천동,여,74.0,미신청,미수신,normal,70대,219,1,9813.0,5
291,1026139712,정상회원,수지구-동천동,여,43.0,미신청,미수신,normal,40대,61,2,8559.100000000002,5
292,1026202816,정상회원,수지구-성복동,여,37.0,신청,미수신,normal,30대,10,17,186415.30000000002,2
293,1026275200,정상회원,수지구-동천동,여,54.0,미신청,미수신,normal,50대,33,5,22964.4,4
294,1026351296,정상회원,수지구-동천동,여,47.0,미신청,미수신,normal,40대,125,2,4519.500000000001,5
295,1026403264,정상회원,수지구-신봉동,여,43.0,미신청,미수신,normal,40대,38,5,55737.700000000004,4
296,1026546176,정상회원,수원 영통구-기타,여,35.0,미신청,미수신,normal,30대,16,19,163644.90000000002,2
297,1026590720,정상회원,수지구-풍덕천동,여,39.0,미신청,미수신,normal,30대,261,2,17977.5,4
298,1026698368,정상회원,수지구-성복동,여,49.0,미신청,미수신,normal,40대,259,2,6010.900000000001,5
299,1026819008,정상회원,수지구-동천동,여,56.0,미신청,미수신,normal,50대,142,2,28368.0,4
300,1026846848,정상회원,수지구-동천동,여,66.0,미신청,미수신,normal,60대,72,7,89498.5,3
301,1027136384,정상회원,서울 강남구-기타,여,39.0,미신청,미수신,normal,30대,15,10,39434.9,4
302,1027277440,정상회원,수지구-신봉동,여,44.0,미신청,미수신,normal,40대,142,2,9530.0,5
303,1027535424,정상회원,수지구-동천동,여,43.0,미신청,미수신,normal,40대,88,3,11996.900000000001,5
304,1027546560,정상회원,수지구-풍덕천동,여,53.0,미신청,미수신,normal,50대,200,1,3998.7000000000003,5
305,1027607808,정상회원,기타-기타,여,39.0,미신청,미수신,normal,30대,103,5,26006.6,4
306,1027657920,정상회원,수지구-죽전동,여,49.0,미신청,미수신,normal,40대,7,5,115590.6,3
307,1027696896,정상회원,수지구-성복동,여,41.0,미신청,미수신,normal,40대,148,4,13817.600000000002,5
308,1027758144,정상회원,수지구-동천동,여,54.0,미신청,미수신,normal,50대,40,3,22502.100000000002,4
309,1027806400,정상회원,수지구-풍덕천동,여,41.0,미신청,미수신,normal,40대,71,4,21383.100000000002,4
310,1027817536,정상회원,수지구-성복동,여,71.0,미신청,미수신,normal,70대,6,9,38097.299999999996,4
311,1027990144,정상회원,수지구-풍덕천동,여,43.0,미신청,미수신,normal,40대,55,5,40702.200000000004,4
312,1027992000,정상회원,수지구-동천동,여,67.0,미신청,미수신,normal,60대,38,3,24340.7,4
313,1028053248,정상회원,수지구-신봉동,여,44.0,미신청,미수신,normal,40대,142,3,25381.900000000005,4
314,1028092224,정상회원,수지구-동천동,여,39.0,미신청,수신,normal,30대,4,66,1045111.4000000001,2
315,1028131200,정상회원,수지구-동천동,여,38.0,미신청,미수신,normal,30대,81,9,86740.4,3
316,1028144192,정상회원,수지구-풍덕천동,여,36.0,미신청,미수신,normal,30대,82,3,9357.1,5
317,1028175744,정상회원,수지구-상현동,여,55.0,미신청,수신,normal,50대,8,67,384046.89999999997,2
318,1028244416,정상회원,기흥구-마북동,여,38.0,미신청,미수신,normal,30대,198,3,63499.5,3
319,1028268544,정상회원,화성-기타,여,41.0,미신청,미수신,normal,40대,8,14,71715.40000000001,3
320,1028272256,정상회원,기타-기타,남,52.0,미신청,미수신,normal,50대,118,2,45819.2,4
321,1028298240,정상회원,분당구-수내동,여,48.0,미신청,미수신,normal,40대,185,1,1016.8,1
322,1028376192,정상회원,수지구-풍덕천동,여,40.0,미신청,미수신,normal,40대,160,2,14119.400000000001,5
323,1028496832,정상회원,기흥구-보정동,여,35.0,미신청,미수신,normal,30대,209,1,20996.0,4
324,1028782656,정상회원,수지구-상현동,남,40.0,미신청,미수신,normal,40대,27,10,126322.1,3
325,1028825344,정상회원,수지구-풍덕천동,여,49.0,미신청,미수신,normal,40대,8,9,42653.9,4
326,1028957120,정상회원,수지구-신봉동,여,55.0,미신청,미수신,normal,50대,49,16,74154.1,3
327,1028960832,정상회원,수지구-동천동,여,55.0,미신청,미수신,normal,50대,2,10,37027.600000000006,4
328,1029005376,정상회원,수지구-풍덕천동,여,50.0,미신청,미수신,normal,50대,47,14,88168.09999999999,3
329,1029083328,정상회원,분당구-정자동,여,33.0,미신청,미수신,normal,30대,83,1,5412.600000000001,5
330,102911488,정상회원,분당구-구미동,여,59.0,미신청,미수신,normal,50대,146,1,3862.1000000000004,1
331,1029179840,정상회원,수지구-풍덕천동,여,55.0,미신청,미수신,normal,50대,23,41,528955.4,2
332,1029203968,정상회원,기타-기타,여,42.0,미신청,미수신,normal,40대,261,2,19372.7,4
333,1029320896,정상회원,수지구-신봉동,여,45.0,미신청,미수신,normal,40대,277,1,1563.6000000000001,1
334,1029415552,정상회원,기타-기타,여,41.0,미신청,미수신,normal,40대,230,1,1424.5,1
335,1029848000,정상회원,수지구-풍덕천동,여,55.0,미신청,미수신,normal,50대,81,2,3728.2999999999997,1
336,1030087424,정상회원,기흥구-중동,여,57.0,미신청,미수신,normal,50대,72,2,9474.2,5
337,103013568,정상회원,수지구-상현동,여,55.0,미신청,미수신,normal,50대,34,4,14234.2,5
338,1030271168,정상회원,수지구-상현동,여,44.0,미신청,미수신,normal,40대,8,14,80101.00000000001,3
339,1030382528,정상회원,분당구-수내동,여,46.0,미신청,미수신,normal,40대,0,3,34613.3,4
340,1030503168,정상회원,수지구-신봉동,여,50.0,신청,미수신,normal,50대,50,24,198936.2,2
341,1030573696,정상회원,기타-기타,여,64.0,미신청,미수신,normal,60대,92,1,6711.1,5
342,1030716608,정상회원,수지구-동천동,남,29.0,미신청,미수신,normal,20대,6,15,87951.1,3
343,1030729600,정상회원,분당구-기타,여,47.0,미신청,미수신,normal,40대,12,24,136003.6,3
344,1030818688,정상회원,수지구-동천동,여,44.0,미신청,미수신,normal,40대,54,4,43059.0,4
345,1030965312,정상회원,수지구-상현동,여,59.0,신청,미수신,normal,50대,9,35,280125.0,2
346,1031186176,정상회원,수지구-풍덕천동,여,51.0,신청,미수신,normal,50대,48,17,228987.10000000003,2
347,1031195456,정상회원,수지구-동천동,여,45.0,미신청,수신,normal,40대,239,1,31401.8,4
348,1031245568,정상회원,수지구-상현동,남,52.0,미신청,미수신,normal,50대,97,8,72492.09999999999,3
349,1031767104,정상회원,수지구-성복동,여,40.0,미신청,미수신,normal,40대,67,7,47153.200000000004,4
350,1031806080,정상회원,중원구-금광동,여,57.0,미신청,미수신,normal,50대,3,3,42882.8,4
351,1031863616,정상회원,수지구-상현동,여,55.0,미신청,미수신,normal,50대,82,1,4570.1,5
352,1031948992,정상회원,수지구-동천동,여,44.0,미신청,미수신,normal,40대,29,5,27330.4,4
353,1032097472,정상회원,수지구-풍덕천동,여,47.0,미신청,미수신,normal,40대,20,14,90319.0,3
354,1032179136,정상회원,수지구-풍덕천동,여,42.0,신청,미수신,normal,40대,21,32,431572.10000000003,2
355,1032255232,정상회원,분당구-정자동,여,45.0,미신청,미수신,normal,40대,47,3,19590.800000000003,4
356,1032466816,정상회원,수지구-풍덕천동,여,39.0,미신청,미수신,normal,30대,44,4,32954.8,4
357,1032552192,정상회원,수지구-동천동,여,59.0,미신청,미수신,normal,50대,0,43,572323.3,2
358,1032606016,정상회원,기타-기타,여,41.0,미신청,미수신,normal,40대,108,4,14426.400000000001,5
359,1032641280,정상회원,수지구-동천동,여,38.0,미신청,미수신,normal,30대,146,2,5202.400000000001,5
360,1032734080,정상회원,수지구-풍덕천동,여,46.0,미신청,미수신,normal,40대,2,8,32585.000000000004,4
361,1033040320,정상회원,기흥구-보정동,남,39.0,미신청,미수신,normal,30대,68,6,165157.4,2
362,1033086720,정상회원,수지구-죽전동,여,37.0,미신청,미수신,normal,30대,115,10,106256.5,3
363,1033149824,정상회원,수지구-성복동,여,40.0,신청,미수신,normal,40대,8,29,191256.30000000002,2
364,1033227776,정상회원,수지구-신봉동,여,62.0,미신청,미수신,normal,60대,39,1,6803.800000000001,5
365,1033379968,정상회원,수지구-풍덕천동,여,38.0,미신청,미수신,normal,30대,121,5,69573.2,3
366,1033548864,정상회원,수지구-동천동,여,67.0,미신청,미수신,normal,60대,112,4,30254.000000000004,4
367,1033682496,정상회원,기타-기타,여,40.0,미신청,수신,normal,40대,11,1,133240.2,3
368,1033853248,정상회원,수지구-상현동,여,44.0,미신청,미수신,normal,40대,20,4,30894.000000000004,4
369,1033962752,정상회원,수지구-상현동,여,42.0,미신청,미수신,normal,40대,54,3,11700.699999999999,5
370,1033999872,정상회원,수지구-동천동,여,42.0,미신청,미수신,normal,40대,3,4,37331.5,4
371,1034508416,정상회원,수지구-풍덕천동,여,54.0,미신청,미수신,normal,50대,157,2,18638.3,4
372,1034569664,정상회원,수지구-신봉동,여,66.0,미신청,미수신,normal,60대,8,8,36756.8,4
373,1034619776,정상회원,기타-기타,여,36.0,신청,미수신,normal,30대,2,22,159912.40000000002,3
374,1034623488,정상회원,수지구-신봉동,여,40.0,미신청,미수신,normal,40대,25,18,118270.7,3
375,1034656896,정상회원,분당구-수내동,여,47.0,미신청,미수신,normal,40대,1,27,131051.8,3
376,1034675456,정상회원,수지구-동천동,여,40.0,미신청,미수신,normal,40대,24,7,42150.100000000006,4
377,1034790528,정상회원,기타-기타,여,65.0,미신청,미수신,normal,60대,280,1,6616.700000000001,5
378,1034840640,정상회원,기흥구-보정동,여,47.0,미신청,미수신,normal,40대,132,3,33961.700000000004,4
379,1035028096,정상회원,수원 영통구-기타,여,44.0,미신청,미수신,normal,40대,56,1,9325.9,5
380,1035380736,정상회원,수지구-풍덕천동,여,57.0,미신청,미수신,normal,50대,12,5,13321.9,5
381,1035466112,정상회원,수지구-풍덕천동,여,47.0,미신청,수신,VIP,40대,11,76,734221.1000000001,2
382,1035627584,정상회원,수지구-상현동,여,45.0,미신청,미수신,normal,40대,56,7,47080.1,4
383,1035751936,정상회원,수지구-풍덕천동,여,50.0,신청,미수신,normal,50대,5,15,203369.0,2
384,1035777920,정상회원,수지구-풍덕천동,여,72.0,미신청,미수신,normal,70대,298,1,6649.700000000001,5
385,1036134272,정상회원,수지구-풍덕천동,여,46.0,미신청,미수신,normal,40대,83,4,44391.1,4
386,1036163968,정상회원,수지구-동천동,여,43.0,미신청,미수신,normal,40대,30,5,8492.5,5
387,1036201088,정상회원,기흥구-보정동,여,48.0,미신청,미수신,normal,40대,23,18,60510.100000000006,3
388,1036336576,정상회원,수지구-풍덕천동,여,52.0,신청,미수신,normal,50대,56,10,132318.2,3
389,1036403392,정상회원,수지구-신봉동,여,44.0,미신청,미수신,normal,40대,11,14,66316.09999999999,3
390,1036759744,정상회원,수지구-신봉동,여,41.0,미신청,미수신,normal,40대,8,17,161081.50000000003,3
391,1036906368,정상회원,수지구-풍덕천동,여,37.0,미신청,미수신,normal,30대,16,10,33003.0,4
392,103700288,정상회원,수지구-풍덕천동,여,59.0,신청,미수신,normal,50대,4,33,312883.9,2
393,1037078976,정상회원,기타-기타,여,32.0,미신청,미수신,normal,30대,116,4,2225.9999999999995,1
394,1037275712,정상회원,수원 영통구-기타,남,45.0,미신청,미수신,normal,40대,151,1,6770.200000000001,5
395,1037502144,정상회원,기흥구-동백동,여,38.0,미신청,미수신,normal,30대,65,7,71007.8,3
396,1037607936,정상회원,수지구-신봉동,여,51.0,미신청,미수신,normal,50대,33,15,50841.4,4
397,1037708160,정상회원,분당구-판교동,여,56.0,미신청,미수신,normal,50대,25,2,7459.500000000001,5
398,1037819520,정상회원,수지구-상현동,여,41.0,미신청,미수신,normal,40대,281,1,1906.8000000000002,1
399,1037945728,정상회원,기타-기타,여,54.0,미신청,수신,normal,50대,8,6,46941.00000000001,4
400,1037997696,정상회원,수지구-동천동,여,61.0,미신청,미수신,normal,60대,143,2,13741.7,5
401,1038044096,정상회원,수원 영통구-기타,여,50.0,미신청,수신,normal,50대,23,4,33994.299999999996,4
402,1038073792,정상회원,수지구-풍덕천동,여,46.0,미신청,미수신,normal,40대,34,18,90914.8,3
403,1038135040,정상회원,수지구-상현동,여,51.0,미신청,미수신,normal,50대,30,14,91350.8,3
404,1038166592,정상회원,수지구-동천동,여,41.0,미신청,미수신,normal,40대,85,7,58404.200000000004,3
405,1038391168,정상회원,수지구-상현동,여,44.0,미신청,미수신,normal,40대,32,13,93455.09999999999,3
406,1038448704,정상회원,수지구-상현동,여,44.0,미신청,미수신,normal,40대,51,5,33603.4,4
407,1038548928,정상회원,수지구-풍덕천동,여,37.0,미신청,미수신,normal,30대,26,9,64280.5,3
408,1038571200,정상회원,수지구-동천동,여,44.0,미신청,미수신,normal,40대,111,3,10075.6,5
